,track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
493,eisenkreuzkrieger - remastered 2022,eisregen,2B34RFUGMBZKwONE5sElkm,0.288,0.951,0,-6.788,0,0.0618,0.00929,0.000627,0.184,0.146,145.347,audio_features,spotify:track:2B34RFUGMBZKwONE5sElkm,https://api.spotify.com/v1/tracks/2B34RFUGMBZKwONE5sElkm,https://api.spotify.com/v1/audio-analysis/2B34RFUGMBZKwONE5sElkm,260373,4
494,miranda,frank turner,7eTmww7WxZ5lXGGRhwh7Yh,0.524,0.578,7,-5.974,1,0.0267,0.000971,6.55e-06,0.326,0.29,75.032,audio_features,spotify:track:7eTmww7WxZ5lXGGRhwh7Yh,https://api.spotify.com/v1/tracks/7eTmww7WxZ5lXGGRhwh7Yh,https://api.spotify.com/v1/audio-analysis/7eTmww7WxZ5lXGGRhwh7Yh,240867,4
495,mi todo,dinamarca,0dahtn7arxjtOUwbcLZgH4,0.752,0.722,0,-3.442,1,0.0735,0.337,0.807,0.114,0.208,177.994,audio_features,spotify:track:0dahtn7arxjtOUwbcLZgH4,https://api.spotify.com/v1/tracks/0dahtn7arxjtOUwbcLZgH4,https://api.spotify.com/v1/audio-analysis/0dahtn7arxjtOUwbcLZgH4,226594,4
496,o que é que há,gal costa,4UPhXYKlkMcmGqoEamcABC,0.343,0.177,2,-10.235,1,0.0342,0.943,0.0,0.0887,0.251,84.318,audio_features,spotify:track:4UPhXYKlkMcmGqoEamcABC,https://api.spotify.com/v1/tracks/4UPhXYKlkMcmGqoEamcABC,https://api.spotify.com/v1/audio-analysis/4UPhXYKlkMcmGqoEamcABC,225713,4
497,marasmo,ventania,4qeKW6iHErETwNb4sgdYkZ,0.693,0.511,9,-6.565,0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,audio_features,spotify:track:4qeKW6iHErETwNb4sgdYkZ,https://api.spotify.com/v1/tracks/4qeKW6iHErETwNb4sgdYkZ,https://api.spotify.com/v1/audio-analysis/4qeKW6iHErETwNb4sgdYkZ,160640,4
498,pronóstico,impacto crea,66KGQKjd0ooNXFSx9uRc8c,0.494,0.408,5,-7.287,0,0.0288,0.729,0.0623,0.329,0.421,146.371,audio_features,spotify:track:66KGQKjd0ooNXFSx9uRc8c,https://api.spotify.com/v1/tracks/66KGQKjd0ooNXFSx9uRc8c,https://api.spotify.com/v1/audio-analysis/66KGQKjd0ooNXFSx9uRc8c,404800,4
499,mornoon,luke vibert,01tURAVG5neC5Hvpwadq5v,0.807,0.644,4,-10.495,0,0.0749,0.0112,0.893,0.104,0.139,122.543,audio_features,spotify:track:01tURAVG5neC5Hvpwadq5v,https://api.spotify.com/v1/tracks/01tURAVG5neC5Hvpwadq5v,https://api.spotify.com/v1/audio-analysis/01tURAVG5neC5Hvpwadq5v,315044,4
500,shiva's india - outsiders remix,1200 micrograms,4qrzgVfjMTVFUcPZRcuyYc,0.518,0.931,2,-6.442,1,0.0387,0.000632,0.792,0.42,0.219,145.0,audio_features,spotify:track:4qrzgVfjMTVFUcPZRcuyYc,https://api.spotify.com/v1/tracks/4qrzgVfjMTVFUcPZRcuyYc,https://api.spotify.com/v1/audio-analysis/4qrzgVfjMTVFUcPZRcuyYc,489931,4
501,chamar de namorada - ao vivo,paulo pires,4RPEb6Rzl6wrse7ps2vJnE,0.728,0.827,8,-3.509,1,0.0485,0.1,0.0,0.735,0.723,114.887,audio_features,spotify:track:4RPEb6Rzl6wrse7ps2vJnE,https://api.spotify.com/v1/tracks/4RPEb6Rzl6wrse7ps2vJnE,https://api.spotify.com/v1/audio-analysis/4RPEb6Rzl6wrse7ps2vJnE,170787,4
502,da capo - video mix,perplexer,2wfHc3wJjCeaaB78MlIJ2i,0.591,0.816,0,-12.801,1,0.0495,0.00123,0.895,0.106,0.162,158.775,audio_features,spotify:track:2wfHc3wJjCeaaB78MlIJ2i,https://api.spotify.com/v1/tracks/2wfHc3wJjCeaaB78MlIJ2i,https://api.spotify.com/v1/audio-analysis/2wfHc3wJjCeaaB78MlIJ2i,249493,4
503,miracle,jon bon jovi,6FJ9Xp3fCxSTAdcRVaDQdl,0.577,0.677,3,-10.327,1,0.0245,0.367,0.0,0.493,0.683,92.007,audio_features,spotify:track:6FJ9Xp3fCxSTAdcRVaDQdl,https://api.spotify.com/v1/tracks/6FJ9Xp3fCxSTAdcRVaDQdl,https://api.spotify.com/v1/audio-analysis/6FJ9Xp3fCxSTAdcRVaDQdl,319427,4
504,aundy - dj version,claude vonstroke,41R9HfU6EIHiqF8QzpGj7v,0.72,0.581,0,-13.576,0,0.0439,0.535,0.896,0.109,0.386,126.004,audio_features,spotify:track:41R9HfU6EIHiqF8QzpGj7v,https://api.spotify.com/v1/tracks/41R9HfU6EIHiqF8QzpGj7v,https://api.spotify.com/v1/audio-analysis/41R9HfU6EIHiqF8QzpGj7v,412493,4
505,out of control - radio edit,ran-d,6WmhB7PydXhY5RwRgtc3l8,0.521,0.931,8,-2.749,0,0.121,0.0161,0.0,0.125,0.223,154.959,audio_features,spotify:track:6WmhB7PydXhY5RwRgtc3l8,https://api.spotify.com/v1/tracks/6WmhB7PydXhY5RwRgtc3l8,https://api.spotify.com/v1/audio-analysis/6WmhB7PydXhY5RwRgtc3l8,271967,4
506,la montaña (a montanha),roberto carlos,5zhIg69DEG2wJXf5ikaCUH,0.386,0.373,7,-12.355,1,0.0311,0.848,0.0,0.613,0.887,176.684,audio_features,spotify:track:5zhIg69DEG2wJXf5ikaCUH,https://api.spotify.com/v1/tracks/5zhIg69DEG2wJXf5ikaCUH,https://api.spotify.com/v1/audio-analysis/5zhIg69DEG2wJXf5ikaCUH,227227,4
507,your hands,marsha ambrosius,5bc0M2DQIgkubfWtvGZZ8d,0.346,0.288,8,-9.875,1,0.0371,0.774,0.0,0.119,0.077,88.216,audio_features,spotify:track:5bc0M2DQIgkubfWtvGZZ8d,https://api.spotify.com/v1/tracks/5bc0M2DQIgkubfWtvGZZ8d,https://api.spotify.com/v1/audio-analysis/5bc0M2DQIgkubfWtvGZZ8d,209573,4
508,le voyage de pénélope,air,6NBa6VmFsqWQjJ9cM5H6q2,0.505,0.513,2,-9.648,0,0.031,0.557,0.894,0.206,0.309,129.871,audio_features,spotify:track:6NBa6VmFsqWQjJ9cM5H6q2,https://api.spotify.com/v1/tracks/6NBa6VmFsqWQjJ9cM5H6q2,https://api.spotify.com/v1/audio-analysis/6NBa6VmFsqWQjJ9cM5H6q2,190867,4
509,escondido en silencio,cyclo,3g1b8E5scSlf30JasRqPDQ,0.712,0.818,9,-9.885,0,0.12,0.553,4.76e-06,0.112,0.527,143.975,audio_features,spotify:track:3g1b8E5scSlf30JasRqPDQ,https://api.spotify.com/v1/tracks/3g1b8E5scSlf30JasRqPDQ,https://api.spotify.com/v1/audio-analysis/3g1b8E5scSlf30JasRqPDQ,187037,4
510,the old one,justnormal,1Pyi216CJ0ioQPctKRVHuF,0.917,0.313,0,-8.987,1,0.466,0.335,0.529,0.166,0.671,133.281,audio_features,spotify:track:1Pyi216CJ0ioQPctKRVHuF,https://api.spotify.com/v1/tracks/1Pyi216CJ0ioQPctKRVHuF,https://api.spotify.com/v1/audio-analysis/1Pyi216CJ0ioQPctKRVHuF,156405,3
511,moon,lund,3eZXeTzRtqFrpj5zSfw9V0,0.842,0.336,5,-10.937,1,0.0878,0.61,0.00112,0.11,0.705,153.989,audio_features,spotify:track:3eZXeTzRtqFrpj5zSfw9V0,https://api.spotify.com/v1/tracks/3eZXeTzRtqFrpj5zSfw9V0,https://api.spotify.com/v1/audio-analysis/3eZXeTzRtqFrpj5zSfw9V0,180813,4
512,mugen,pornograffitti,4nGrdauWlIuXLSwsMbVElf,0.619,0.973,0,-3.352,0,0.0694,0.245,0.0,0.287,0.819,95.021,audio_features,spotify:track:4nGrdauWlIuXLSwsMbVElf,https://api.spotify.com/v1/tracks/4nGrdauWlIuXLSwsMbVElf,https://api.spotify.com/v1/audio-analysis/4nGrdauWlIuXLSwsMbVElf,254173,4
513,под лаской плюшевого пледа,valentina ponomaryova,14a0ll97PWfUwEepiA2gPc,0.402,0.106,5,-18.661,1,0.0641,0.948,2.76e-05,0.112,0.21,168.905,audio_features,spotify:track:14a0ll97PWfUwEepiA2gPc,https://api.spotify.com/v1/tracks/14a0ll97PWfUwEepiA2gPc,https://api.spotify.com/v1/audio-analysis/14a0ll97PWfUwEepiA2gPc,163161,3
514,お勉強しといてよ,zutomayo,3sgJTMHqDwxfsBIMqvkXKE,0.698,0.875,8,-3.318,1,0.0592,0.0841,2.5e-05,0.177,0.868,132.031,audio_features,spotify:track:3sgJTMHqDwxfsBIMqvkXKE,https://api.spotify.com/v1/tracks/3sgJTMHqDwxfsBIMqvkXKE,https://api.spotify.com/v1/audio-analysis/3sgJTMHqDwxfsBIMqvkXKE,279200,4
515,grace,fujii kaze,7tnYsRepXLaNhqj4xtcWP2,0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,audio_features,spotify:track:7tnYsRepXLaNhqj4xtcWP2,https://api.spotify.com/v1/tracks/7tnYsRepXLaNhqj4xtcWP2,https://api.spotify.com/v1/audio-analysis/7tnYsRepXLaNhqj4xtcWP2,289541,4
516,i miss you,ichika nito,37Unx14mB8QnCx0bDjtCM8,0.631,0.489,11,-6.966,1,0.101,0.58,0.821,0.12,0.418,203.953,audio_features,spotify:track:37Unx14mB8QnCx0bDjtCM8,https://api.spotify.com/v1/tracks/37Unx14mB8QnCx0bDjtCM8,https://api.spotify.com/v1/audio-analysis/37Unx14mB8QnCx0bDjtCM8,116792,4
517,holiday,the tough alliance,6obwTfv8LDGj7690UklP9c,0.552,0.862,6,-5.693,1,0.0411,0.00148,4.19e-05,0.114,0.742,120.032,audio_features,spotify:track:6obwTfv8LDGj7690UklP9c,https://api.spotify.com/v1/tracks/6obwTfv8LDGj7690UklP9c,https://api.spotify.com/v1/audio-analysis/6obwTfv8LDGj7690UklP9c,222507,4
518,closure,faime,1WGyC4si6ztHHNVM3gI5VQ,0.708,0.278,9,-9.354,1,0.035,0.636,1.1e-06,0.115,0.321,87.023,audio_features,spotify:track:1WGyC4si6ztHHNVM3gI5VQ,https://api.spotify.com/v1/tracks/1WGyC4si6ztHHNVM3gI5VQ,https://api.spotify.com/v1/audio-analysis/1WGyC4si6ztHHNVM3gI5VQ,188276,4
519,tell me 'bout it,joss stone,7GmELLCacoDxgw74xfeUE4,0.864,0.927,10,-4.285,0,0.11,0.00333,6.93e-05,0.821,0.686,109.303,audio_features,spotify:track:7GmELLCacoDxgw74xfeUE4,https://api.spotify.com/v1/tracks/7GmELLCacoDxgw74xfeUE4,https://api.spotify.com/v1/audio-analysis/7GmELLCacoDxgw74xfeUE4,169187,4
520,take you down,illenium,6f1oG9hTx3NETgV6q4rkw5,0.275,0.657,11,-3.9,1,0.0431,0.396,0.000148,0.305,0.219,169.638,audio_features,spotify:track:6f1oG9hTx3NETgV6q4rkw5,https://api.spotify.com/v1/tracks/6f1oG9hTx3NETgV6q4rkw5,https://api.spotify.com/v1/audio-analysis/6f1oG9hTx3NETgV6q4rkw5,221398,4
521,love drunk,faime,5mgGKIjsmxlRpEm7DQoMga,0.733,0.535,8,-5.574,1,0.201,0.358,0.00489,0.0967,0.916,180.076,audio_features,spotify:track:5mgGKIjsmxlRpEm7DQoMga,https://api.spotify.com/v1/tracks/5mgGKIjsmxlRpEm7DQoMga,https://api.spotify.com/v1/audio-analysis/5mgGKIjsmxlRpEm7DQoMga,150401,4
522,cler achel,tinariwen,1sXLitmQULzwiWR8D38Ekw,0.685,0.797,2,-5.372,1,0.0558,0.506,0.00923,0.069,0.926,98.614,audio_features,spotify:track:1sXLitmQULzwiWR8D38Ekw,https://api.spotify.com/v1/tracks/1sXLitmQULzwiWR8D38Ekw,https://api.spotify.com/v1/audio-analysis/1sXLitmQULzwiWR8D38Ekw,267533,4
523,彼女の“modern…” (anthology remix),glay,5NootbNcFG4J7v38c2dUFj,0.508,0.96,11,-2.391,0,0.0477,0.000817,4.91e-06,0.236,0.653,150.251,audio_features,spotify:track:5NootbNcFG4J7v38c2dUFj,https://api.spotify.com/v1/tracks/5NootbNcFG4J7v38c2dUFj,https://api.spotify.com/v1/audio-analysis/5NootbNcFG4J7v38c2dUFj,271120,4
524,wodka mit irgendwas,ina colada,3aWqrI286DH7JxPsp8HSOs,0.621,0.958,5,-3.113,0,0.0533,0.0426,0.0,0.349,0.815,145.056,audio_features,spotify:track:3aWqrI286DH7JxPsp8HSOs,https://api.spotify.com/v1/tracks/3aWqrI286DH7JxPsp8HSOs,https://api.spotify.com/v1/audio-analysis/3aWqrI286DH7JxPsp8HSOs,183164,4
525,lido,bicep,0HZtVLVL6oLU9WobKQxqGu,0.648,0.339,9,-14.428,0,0.0304,0.966,0.881,0.105,0.169,119.984,audio_features,spotify:track:0HZtVLVL6oLU9WobKQxqGu,https://api.spotify.com/v1/tracks/0HZtVLVL6oLU9WobKQxqGu,https://api.spotify.com/v1/audio-analysis/0HZtVLVL6oLU9WobKQxqGu,200240,4
526,ultimate devotion,strung out,16JJiVvV0cBmo93lIivZKq,0.46,0.96,4,-5.157,0,0.165,3.68e-05,2.95e-05,0.285,0.359,109.165,audio_features,spotify:track:16JJiVvV0cBmo93lIivZKq,https://api.spotify.com/v1/tracks/16JJiVvV0cBmo93lIivZKq,https://api.spotify.com/v1/audio-analysis/16JJiVvV0cBmo93lIivZKq,126533,4
527,king of love,dave edmunds,4yI1wZFvbyNE26RRV4oVVD,0.388,0.831,4,-8.686,1,0.055,0.16,0.0,0.156,0.8,173.636,audio_features,spotify:track:4yI1wZFvbyNE26RRV4oVVD,https://api.spotify.com/v1/tracks/4yI1wZFvbyNE26RRV4oVVD,https://api.spotify.com/v1/audio-analysis/4yI1wZFvbyNE26RRV4oVVD,191320,4
528,aller herren länder,heinz rudolf kunze,7po1h1swSVjeJdz5Xrs8Se,0.594,0.873,7,-6.721,1,0.035,0.0052,7.85e-05,0.22,0.557,109.152,audio_features,spotify:track:7po1h1swSVjeJdz5Xrs8Se,https://api.spotify.com/v1/tracks/7po1h1swSVjeJdz5Xrs8Se,https://api.spotify.com/v1/audio-analysis/7po1h1swSVjeJdz5Xrs8Se,234320,4
529,passing rain,marta jobim,3DsShklw3Th0y25Xm66L2d,0.53,0.108,9,-17.208,1,0.0663,0.993,0.94,0.104,0.255,137.02,audio_features,spotify:track:3DsShklw3Th0y25Xm66L2d,https://api.spotify.com/v1/tracks/3DsShklw3Th0y25Xm66L2d,https://api.spotify.com/v1/audio-analysis/3DsShklw3Th0y25Xm66L2d,182750,4
530,the wrong side of midnight,u.d.o.,7t3hTyrTkACCUe2yRNO60b,0.425,0.862,6,-5.183,1,0.0486,0.000844,0.000338,0.617,0.501,150.0,audio_features,spotify:track:7t3hTyrTkACCUe2yRNO60b,https://api.spotify.com/v1/tracks/7t3hTyrTkACCUe2yRNO60b,https://api.spotify.com/v1/audio-analysis/7t3hTyrTkACCUe2yRNO60b,293973,4
531,shake and move,patty shukla,2tZUOYK2y7WNhArsa3oxUn,0.795,0.511,7,-8.577,1,0.0415,0.298,0.0,0.149,0.113,119.908,audio_features,spotify:track:2tZUOYK2y7WNhArsa3oxUn,https://api.spotify.com/v1/tracks/2tZUOYK2y7WNhArsa3oxUn,https://api.spotify.com/v1/audio-analysis/2tZUOYK2y7WNhArsa3oxUn,164000,4
532,brookline,finlep,4jXvLe7ERO8yIYETDZGU0m,0.511,0.11,2,-20.248,1,0.0769,0.987,0.947,0.11,0.13,95.946,audio_features,spotify:track:4jXvLe7ERO8yIYETDZGU0m,https://api.spotify.com/v1/tracks/4jXvLe7ERO8yIYETDZGU0m,https://api.spotify.com/v1/audio-analysis/4jXvLe7ERO8yIYETDZGU0m,191869,4
533,ariadne,elfensjón,4vgY1sJlheWqBTDd9hXlbP,0.512,0.972,9,-2.78,0,0.106,0.0357,0.0,0.424,0.322,106.54,audio_features,spotify:track:4vgY1sJlheWqBTDd9hXlbP,https://api.spotify.com/v1/tracks/4vgY1sJlheWqBTDd9hXlbP,https://api.spotify.com/v1/audio-analysis/4vgY1sJlheWqBTDd9hXlbP,242867,4
534,flashbacks,zach hood,4SeZpWSgq1c8a0MY3iVy1f,0.55,0.448,11,-7.382,1,0.0314,0.879,0.0,0.0734,0.49,99.713,audio_features,spotify:track:4SeZpWSgq1c8a0MY3iVy1f,https://api.spotify.com/v1/tracks/4SeZpWSgq1c8a0MY3iVy1f,https://api.spotify.com/v1/audio-analysis/4SeZpWSgq1c8a0MY3iVy1f,183000,4
535,where the hood at,dmx,6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.356,0.792,186.151,audio_features,spotify:track:6RUpJeXT6U4SPEafnr9Wr7,https://api.spotify.com/v1/tracks/6RUpJeXT6U4SPEafnr9Wr7,https://api.spotify.com/v1/audio-analysis/6RUpJeXT6U4SPEafnr9Wr7,286267,4
536,vägsjäl,jeepstarr,28258RcG0K7cj4LirbIYlm,0.689,0.435,0,-12.114,1,0.126,0.136,0.0,0.128,0.238,82.923,audio_features,spotify:track:28258RcG0K7cj4LirbIYlm,https://api.spotify.com/v1/tracks/28258RcG0K7cj4LirbIYlm,https://api.spotify.com/v1/audio-analysis/28258RcG0K7cj4LirbIYlm,208058,4
537,a thousand years,nazareno aversa,0GZap2PHRZ1NGELroxGnmQ,0.567,0.137,10,-19.474,1,0.0467,0.958,0.87,0.116,0.111,103.993,audio_features,spotify:track:0GZap2PHRZ1NGELroxGnmQ,https://api.spotify.com/v1/tracks/0GZap2PHRZ1NGELroxGnmQ,https://api.spotify.com/v1/audio-analysis/0GZap2PHRZ1NGELroxGnmQ,212194,4
538,el caterete,wganda kenya,6enI96YITwazklTW4kkHae,0.629,0.942,2,-7.008,1,0.0712,0.00136,0.00577,0.19,0.511,116.605,audio_features,spotify:track:6enI96YITwazklTW4kkHae,https://api.spotify.com/v1/tracks/6enI96YITwazklTW4kkHae,https://api.spotify.com/v1/audio-analysis/6enI96YITwazklTW4kkHae,255400,4
539,lihaa ja perunaa,popeda,6pstdjNL2P9I3XaWHL6EwR,0.494,0.852,6,-4.364,0,0.0505,0.00671,0.000252,0.0981,0.706,156.07,audio_features,spotify:track:6pstdjNL2P9I3XaWHL6EwR,https://api.spotify.com/v1/tracks/6pstdjNL2P9I3XaWHL6EwR,https://api.spotify.com/v1/audio-analysis/6pstdjNL2P9I3XaWHL6EwR,205787,4
540,grim magnetic,internal rot,02XTkiiDVprCUOaCVDVS1G,0.214,0.996,6,-3.63,1,0.13,0.00212,0.708,0.348,0.0394,102.116,audio_features,spotify:track:02XTkiiDVprCUOaCVDVS1G,https://api.spotify.com/v1/tracks/02XTkiiDVprCUOaCVDVS1G,https://api.spotify.com/v1/audio-analysis/02XTkiiDVprCUOaCVDVS1G,65000,3
541,"baby, i love your way - live",peter frampton,1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,audio_features,spotify:track:1ksayCHVLH4eKFm43GFokU,https://api.spotify.com/v1/tracks/1ksayCHVLH4eKFm43GFokU,https://api.spotify.com/v1/audio-analysis/1ksayCHVLH4eKFm43GFokU,281067,4
542,星秀傳說,sammi cheng,2fEHM7a1RaYBdECg4YzAl5,0.525,0.954,11,-5.411,0,0.0968,0.0364,0.0,0.17,0.502,147.518,audio_features,spotify:track:2fEHM7a1RaYBdECg4YzAl5,https://api.spotify.com/v1/tracks/2fEHM7a1RaYBdECg4YzAl5,https://api.spotify.com/v1/audio-analysis/2fEHM7a1RaYBdECg4YzAl5,177480,4
543,limo vincit omnia,slugdge,7was7Mxkjj3odhDicumkd6,0.41,0.935,11,-7.113,0,0.0766,1.41e-05,0.583,0.208,0.0873,105.045,audio_features,spotify:track:7was7Mxkjj3odhDicumkd6,https://api.spotify.com/v1/tracks/7was7Mxkjj3odhDicumkd6,https://api.spotify.com/v1/audio-analysis/7was7Mxkjj3odhDicumkd6,472000,4
544,tendência - ao vivo,jorge aragão,6ty2XoMAhwS2WRevhjQeb3,0.69,0.503,9,-11.697,0,0.0568,0.753,2.97e-06,0.319,0.446,100.979,audio_features,spotify:track:6ty2XoMAhwS2WRevhjQeb3,https://api.spotify.com/v1/tracks/6ty2XoMAhwS2WRevhjQeb3,https://api.spotify.com/v1/audio-analysis/6ty2XoMAhwS2WRevhjQeb3,213947,4
545,pneuma,tool,03sEzk1VyrUZSgyhoQR0LZ,0.415,0.53,9,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,audio_features,spotify:track:03sEzk1VyrUZSgyhoQR0LZ,https://api.spotify.com/v1/tracks/03sEzk1VyrUZSgyhoQR0LZ,https://api.spotify.com/v1/audio-analysis/03sEzk1VyrUZSgyhoQR0LZ,713192,1
546,see me now (candlelight to original edit),mark with a k,3pOoZ2Z4VKUNOC3NpKZZeh,0.386,0.81,0,-7.279,0,0.0445,0.00457,1.4e-05,0.0589,0.117,149.921,audio_features,spotify:track:3pOoZ2Z4VKUNOC3NpKZZeh,https://api.spotify.com/v1/tracks/3pOoZ2Z4VKUNOC3NpKZZeh,https://api.spotify.com/v1/audio-analysis/3pOoZ2Z4VKUNOC3NpKZZeh,230000,4
547,you shook me all night long,timo räisänen,5xX58ok24goewnuvic3Q4m,0.585,0.232,7,-10.912,1,0.0287,0.866,0.0,0.0657,0.12,135.878,audio_features,spotify:track:5xX58ok24goewnuvic3Q4m,https://api.spotify.com/v1/tracks/5xX58ok24goewnuvic3Q4m,https://api.spotify.com/v1/audio-analysis/5xX58ok24goewnuvic3Q4m,240093,4
548,passenger (radio edit),loadstar,4fo9WjN4z2FNSuujcYYT95,0.305,0.973,10,-2.445,1,0.0313,0.000819,0.0389,0.0503,0.101,172.821,audio_features,spotify:track:4fo9WjN4z2FNSuujcYYT95,https://api.spotify.com/v1/tracks/4fo9WjN4z2FNSuujcYYT95,https://api.spotify.com/v1/audio-analysis/4fo9WjN4z2FNSuujcYYT95,189370,4
549,dil mera tod diya,alka yagnik,0mtlhgsvR5uG92mRWx7Ezc,0.591,0.804,7,-8.688,0,0.0555,0.459,9.44e-06,0.0743,0.672,107.049,audio_features,spotify:track:0mtlhgsvR5uG92mRWx7Ezc,https://api.spotify.com/v1/tracks/0mtlhgsvR5uG92mRWx7Ezc,https://api.spotify.com/v1/audio-analysis/0mtlhgsvR5uG92mRWx7Ezc,307960,4
550,hönsafesten,stefan andersson,42ane8bVDyExtWcffBlxSI,0.702,0.505,7,-9.316,1,0.0921,0.772,0.0,0.107,0.717,123.744,audio_features,spotify:track:42ane8bVDyExtWcffBlxSI,https://api.spotify.com/v1/tracks/42ane8bVDyExtWcffBlxSI,https://api.spotify.com/v1/audio-analysis/42ane8bVDyExtWcffBlxSI,203146,4
551,elbet,tan taşçı,5ENWRf6LBynCbfoqNUP1Ps,0.632,0.625,7,-6.091,0,0.0482,0.421,0.0,0.136,0.458,139.975,audio_features,spotify:track:5ENWRf6LBynCbfoqNUP1Ps,https://api.spotify.com/v1/tracks/5ENWRf6LBynCbfoqNUP1Ps,https://api.spotify.com/v1/audio-analysis/5ENWRf6LBynCbfoqNUP1Ps,284573,4
552,ingelas sång,nationalteatern,1MyyDXak1zsQh5S6aALw4X,0.39,0.695,9,-5.898,1,0.0455,0.607,7.42e-06,0.0923,0.385,186.563,audio_features,spotify:track:1MyyDXak1zsQh5S6aALw4X,https://api.spotify.com/v1/tracks/1MyyDXak1zsQh5S6aALw4X,https://api.spotify.com/v1/audio-analysis/1MyyDXak1zsQh5S6aALw4X,194253,4
553,heaven knows i'm miserable now - 2011 remaster,the smiths,1xaTREM89RbIxkcjlpf4Uw,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,audio_features,spotify:track:1xaTREM89RbIxkcjlpf4Uw,https://api.spotify.com/v1/tracks/1xaTREM89RbIxkcjlpf4Uw,https://api.spotify.com/v1/audio-analysis/1xaTREM89RbIxkcjlpf4Uw,215760,4
554,la olla y el comal,cri-cri,7kPVB9qBMWcNWcCyDiz2n7,0.574,0.398,0,-10.102,1,0.0449,0.916,0.00238,0.155,0.925,124.66,audio_features,spotify:track:7kPVB9qBMWcNWcCyDiz2n7,https://api.spotify.com/v1/tracks/7kPVB9qBMWcNWcCyDiz2n7,https://api.spotify.com/v1/audio-analysis/7kPVB9qBMWcNWcCyDiz2n7,209187,4
555,timeless,hxgo,6zp3mlGhZvE1ucv8q2ucPG,0.708,0.816,5,-6.606,0,0.0364,0.415,0.0379,0.131,0.486,159.97,audio_features,spotify:track:6zp3mlGhZvE1ucv8q2ucPG,https://api.spotify.com/v1/tracks/6zp3mlGhZvE1ucv8q2ucPG,https://api.spotify.com/v1/audio-analysis/6zp3mlGhZvE1ucv8q2ucPG,223671,4
556,sorry about your parents,icon for hire,65TtqCvMUIU95GDPlwQUA2,0.434,0.953,8,-4.8,0,0.181,0.00104,0.0,0.122,0.386,162.191,audio_features,spotify:track:65TtqCvMUIU95GDPlwQUA2,https://api.spotify.com/v1/tracks/65TtqCvMUIU95GDPlwQUA2,https://api.spotify.com/v1/audio-analysis/65TtqCvMUIU95GDPlwQUA2,197642,4
557,any old sunday,chaka khan,44sDzJkQgkena3Gl12dI9D,0.641,0.622,5,-9.563,0,0.0288,0.32,0.000972,0.0807,0.75,90.022,audio_features,spotify:track:44sDzJkQgkena3Gl12dI9D,https://api.spotify.com/v1/tracks/44sDzJkQgkena3Gl12dI9D,https://api.spotify.com/v1/audio-analysis/44sDzJkQgkena3Gl12dI9D,217533,4
558,i chose violence,iamjakehill,7l5GAw0cglUUnN7bKAz5ab,0.676,0.717,7,-8.641,1,0.323,0.323,0.0,0.118,0.451,162.016,audio_features,spotify:track:7l5GAw0cglUUnN7bKAz5ab,https://api.spotify.com/v1/tracks/7l5GAw0cglUUnN7bKAz5ab,https://api.spotify.com/v1/audio-analysis/7l5GAw0cglUUnN7bKAz5ab,139870,4
559,fudge,stoplock,5GmSjNEypkbo1NCsculloA,0.436,0.368,4,-15.017,0,0.512,0.92,0.452,0.0602,0.188,85.094,audio_features,spotify:track:5GmSjNEypkbo1NCsculloA,https://api.spotify.com/v1/tracks/5GmSjNEypkbo1NCsculloA,https://api.spotify.com/v1/audio-analysis/5GmSjNEypkbo1NCsculloA,129882,4
560,"mi propuesta (amor, amor)",dúo hnos. gaitán castro,1t5zaioi3VUJF0eYjBX2II,0.603,0.485,7,-7.631,1,0.0452,0.747,0.00022,0.109,0.551,77.074,audio_features,spotify:track:1t5zaioi3VUJF0eYjBX2II,https://api.spotify.com/v1/tracks/1t5zaioi3VUJF0eYjBX2II,https://api.spotify.com/v1/audio-analysis/1t5zaioi3VUJF0eYjBX2II,258453,4
561,among us,simon wester,0qD7FNvGrdwtH3EaUnK2RY,0.113,0.146,4,-19.294,1,0.033,0.925,0.958,0.0998,0.08,75.822,audio_features,spotify:track:0qD7FNvGrdwtH3EaUnK2RY,https://api.spotify.com/v1/tracks/0qD7FNvGrdwtH3EaUnK2RY,https://api.spotify.com/v1/audio-analysis/0qD7FNvGrdwtH3EaUnK2RY,194676,4
562,cold shoulders,prateek kuhad,5wvmIBkBcqg1y5kniumrQk,0.669,0.213,10,-15.379,1,0.0398,0.778,0.0146,0.0849,0.204,129.604,audio_features,spotify:track:5wvmIBkBcqg1y5kniumrQk,https://api.spotify.com/v1/tracks/5wvmIBkBcqg1y5kniumrQk,https://api.spotify.com/v1/audio-analysis/5wvmIBkBcqg1y5kniumrQk,218270,3
